0x0B641c4437949026414435AB98C0239Dd9540632,5.10449108053901E+020,0.05%,0.005390957901078
0x13445a6E17f1e6Cf4E0F7632a864828171721791,1.30975289999847E+022,1.19%,0.138325694634395
0x157D507f0e0Ae9d095FbaEc1B525B511467f0fF7,3.29845372748075E+021,0.30%,0.034835647477758
0x15eCd31318fa645B6496F1f21b22Ebfe3AD0c865,7.25020631119726E+021,0.66%,0.076570918395386
0x21E5731BfA87Bd7f8a6aBc63504f8000c0ceD992,3.76554344396551E+021,0.34%,0.03976867793636
0x23b6d8e09CB33B1550DE19aC25cC3F41ae4603Bb,2.84241412676489E+022,2.57%,0.300193195620203
0x4a37490b9349A17997008047a2FF0c25a45A88ED,3.42206755155113E+023,30.99%,3.61411584700202
0x5299C7D2b73B6A96231081DabFD54DfCc84feDEB,1.02612178189319E+022,0.93%,0.10837082953588
0x6BDa0404288459CdC35B95A0162636088DCCBee8,6.33677919497515E+020,0.06%,0.006692402695888
0xD11eA24e640650727040C34A71cC89e4F8Ed1c8C,3.08990043230032E+021,0.28%,0.03263307328043
0xD1392266409e64B16441A9eabAadcff4eECeD219,1.16726228761547E+021,0.11%,0.012327696831603
0xDeBdaF2390372E715C7F396559d1BbE1b69B53AD,7.91617141256867E+022,7.17%,0.836043126523924
0xE2B52Fc1ad49B93F85C45315EcbAd740f17B0e8E,4.36770008112718E+022,3.96%,0.461281778935037
0xeba06532a72bec44A1d33130aaa7C45c31e502F6,9.85488354659611E+021,0.89%,0.104079449805041
0xf1d3b0f1c42A15cc6aA6d5e738aEf1e4a289a026,752686184081216,0.00%,7.94927342820677E-09
0xf203F8e920922891e5e345d57ED5ff09CE30071B,1.74708003245087E+023,15.82%,1.84512711574015
0xFDE4E3B27edD706e2D3E6dc9E7a90422D6A2de7c,1.76E+023,15.94%,1.85877215890737
0xfe6701687211BbdDb3cF1f12b24016e636acF593,2.0708293753459E+023,18.75%,2.18704544814801
,,,
,,,
,,,
,1.10418967648771E+024,100.00%,11.6615740273198
